,sourceID,sourceAddress,sourceType,sourceLocation,destinationServiceAddress,destinationServiceType,destinationLocation,accessedNodeAddress,accessedNodeType,operation,value,normality
9,0.8662282038084476,-0.7945874192844232,0.5582668361018285,-1.3795400660755692,-0.9643004904651542,-0.7173891933076616,-0.6998764991285443,-0.9534567145696158,-0.8506266637692145,1.5121388601109769,-0.0376345094624147,2
10,-0.43522226602104475,0.03278563315265267,-0.34274463943119926,1.1733017283840257,0.08093545409200342,0.3960221644356929,1.2096869191063255,0.09747077902432914,-0.1599955947057673,-0.660470084157855,-0.03763450947990656,7
44,1.1999334524826764,0.5723767543072674,0.5582668361018285,1.9026850982296244,0.4542340057195597,0.3960221644356929,1.7825559445767865,0.4540354643508462,-0.1599955947057673,-0.660470084157855,-0.03763450947990656,4
57,-0.6020748903581592,-0.7586146778741156,-0.34274463943119926,0.07922667361562795,-0.5536720836748423,0.9527278433073701,0.0639488681654036,-0.5593589044718864,1.221266543421127,-0.660470084157855,-0.037634509127146415,7
62,-0.6688159400930049,-0.9384783849256538,-0.34274463943119926,-0.6501566962299706,-0.8523109249768873,0.3960221644356929,-0.6998764991285443,-0.8220907778703727,-0.1599955947057673,-0.660470084157855,-0.03763450947990656,7
79,1.300045027084945,1.0040496512309591,0.5582668361018285,-0.8325025386913703,1.0515116883236497,0.9527278433073701,-0.8908328409520313,1.017032335919031,1.221266543421127,1.5121388601109769,-0.0376345091293189,7
84,0.7994871540736018,-1.334178540439038,0.5582668361018285,-0.10311916884577169,-1.3375990420927104,0.9527278433073701,-0.12700747365808338,-1.347554524667345,1.221266543421127,1.5121388601109769,-0.03763450913360616,7
86,0.8662282038084476,-0.7945874192844232,0.5582668361018285,-1.3795400660755692,-0.9643004904651542,-0.7173891933076616,-0.6998764991285443,-0.9534567145696158,-0.8506266637692145,1.5121388601109769,-0.0376345094624147,2
91,-0.8356685644301193,-0.9744511263359615,1.4592783116348562,-0.6501566962299706,-0.5163422285120867,2.622844879922402,0.0639488681654036,-0.5218257797006741,-0.8506266637692145,-0.660470084157855,-0.03763450947990656,0
101,0.766116629206179,-1.4780695060802687,0.5582668361018285,-1.1971942236141695,-1.5242483179064887,0.9527278433073701,-1.2727455245990051,-1.5164535861378006,1.221266543421127,1.5121388601109769,-0.03763450912231341,7
109,1.4335271265546365,1.5436407723855738,1.9097840494013703,-1.5618859085369687,1.2381609641374278,-1.2740948721793388,-0.5089201573050574,1.2234645221606988,-1.195942198300938,1.5121388601109769,-0.03763450933997166,7
116,1.5002681762894823,-0.6506964536431926,1.9097840494013703,0.07922667361562795,-1.0016303456279099,-1.2740948721793388,-0.6998764991285443,-1.0097564017264342,-1.195942198300938,-0.660470084157855,-0.03763450937495538,7
121,-0.6020748903581592,-0.7586146778741156,-0.34274463943119926,0.07922667361562795,-0.5910019388375979,0.3960221644356929,0.0639488681654036,-0.5781254668574926,-0.1599955947057673,-0.660470084157855,-0.0376345094624147,7
129,-0.5019633157558905,-0.18305081530919323,-0.34274463943119926,0.8086100434612266,-0.10571382172177472,0.9527278433073701,0.8277742354593515,-0.10896140721733862,1.221266543421127,-0.660470084157855,-0.037634509138813485,7
130,-0.3017401665513532,0.5004312714866521,-0.34274463943119926,1.9026850982296244,0.5662235712078266,0.3960221644356929,1.9735122864002734,0.5666348386644832,-0.1599955947057673,-0.660470084157855,-0.03763450947990656,7
140,1.4668976514220593,-1.118342091977192,1.9097840494013703,0.2615725160770276,-1.300269186929955,-1.2740948721793388,0.2549052099888906,-1.3100213998961328,-1.195942198300938,1.5121388601109769,-0.03763450935746352,7
142,0.8995987286758704,-0.6866691950535003,0.5582668361018285,0.07922667361562795,-0.5536720836748423,0.9527278433073701,0.0639488681654036,-0.5593589044718864,1.221266543421127,1.5121388601109769,-0.03763450912721288,7
145,1.4335271265546365,1.5436407723855738,1.9097840494013703,-1.5618859085369687,1.2381609641374278,-1.2740948721793388,-0.5089201573050574,1.242231084546305,-0.8506266637692145,-0.660470084157855,-0.0376345094624147,7
149,0.9663397784107162,-0.2549962981298085,0.5582668361018285,0.4439183585384272,-0.25503324237279723,0.9527278433073701,0.4458615518123776,-0.25909390630218787,1.221266543421127,1.5121388601109769,-0.03763450913610225,7
151,0.8995987286758704,-0.6866691950535003,0.5582668361018285,0.07922667361562795,-0.9643004904651542,-0.7173891933076616,-0.6998764991285443,-0.9534567145696158,-0.8506266637692145,1.5121388601109769,-0.0376345094624147,2
160,1.5002681762894823,-0.6506964536431926,1.9097840494013703,0.07922667361562795,-1.0016303456279099,-1.2740948721793388,-0.6998764991285443,-0.9909898393408281,-0.8506266637692145,1.5121388601109769,-0.0376345094624147,7
164,1.4668976514220593,-1.118342091977192,1.9097840494013703,0.2615725160770276,-1.300269186929955,-1.2740948721793388,0.2549052099888906,-1.3100213998961328,-1.195942198300938,-0.660470084157855,-0.03763450937495538,7
166,-0.10151701734681595,1.435722548154651,-0.34274463943119926,-1.5618859085369687,1.4621400951139616,0.3960221644356929,-1.654658208245979,1.5049629579447912,-0.1599955947057673,-0.660470084157855,-0.03763450947990656,7
167,-0.9024096141649651,0.8601586855897286,1.4592783116348562,-0.8325025386913703,1.4994699502767173,0.9527278433073701,-1.654658208245979,1.5237295203303973,1.221266543421127,-0.660470084157855,-0.0376345091321351,0
168,-0.16825806708166172,1.1479406168721897,-0.34274463943119926,-0.28546501130717133,1.1635012538119167,0.3960221644356929,-0.3179638154815704,1.1671648350038801,-0.1599955947057673,-0.660470084157855,-0.0376345094624147,7
169,-0.33511069141877614,0.39251304725572916,-0.34274463943119926,1.7203392557682247,0.4542340057195597,0.3960221644356929,1.7825559445767865,0.4540354643508462,-0.1599955947057673,-0.660470084157855,-0.03763450947990656,7
180,-0.4018517411536219,0.14070385738357563,-0.34274463943119926,1.3556475708454254,0.1929250195802703,0.3960221644356929,1.4006432609298125,0.21007015333796608,-0.1599955947057673,-0.660470084157855,-0.0376345094624147,7
195,0.766116629206179,-1.4780695060802687,0.5582668361018285,-1.1971942236141695,-1.5242483179064887,0.9527278433073701,-1.2727455245990051,-1.5164535861378006,1.221266543421127,1.5121388601109769,-0.03763450912626482,7
196,-0.4685927908884676,-0.07513259107827028,-0.34274463943119926,0.9909558859226262,-0.03105411139626347,0.3960221644356929,1.0187305772828386,-0.015128595289307815,-0.1599955947057673,-0.660470084157855,-0.0376345094624147,7
198,1.1665629276152536,0.46445853007634447,0.5582668361018285,1.7203392557682247,0.49156386088231535,0.9527278433073701,1.7825559445767865,0.47280202673645233,1.221266543421127,1.5121388601109769,-0.03763450912989264,7
199,-1.202744337971771,1.0759951340515745,-1.2437561149642269,-0.28546501130717133,1.0888415434864054,-1.2740948721793388,-0.3179638154815704,1.0545654606902433,-1.195942198300938,-0.660470084157855,-0.037634509304987934,7
203,-0.7355569898278507,-1.4061240232596532,-0.34274463943119926,-0.10311916884577169,-1.4122587524182217,0.3960221644356929,-0.12700747365808338,-1.3850876494385573,-0.1599955947057673,-0.660470084157855,-0.0376345094624147,7
209,1.4335271265546365,1.5436407723855738,1.9097840494013703,-1.5618859085369687,1.2381609641374278,-1.2740948721793388,-0.5089201573050574,1.2234645221606988,-1.195942198300938,-0.660470084157855,-0.03763450933997166,7
212,-0.7355569898278507,-1.4061240232596532,-0.34274463943119926,-0.10311916884577169,-1.4122587524182217,0.3960221644356929,-0.12700747365808338,-1.3850876494385573,-0.1599955947057673,-0.660470084157855,-0.0376345094624147,7
213,-1.1026327633695023,-1.0463966091565768,-1.2437561149642269,-0.6501566962299706,-1.0016303456279099,-1.2740948721793388,-0.6998764991285443,-1.0097564017264342,-1.195942198300938,-0.660470084157855,-0.03763450944492284,7
241,-0.4018517411536219,0.14070385738357563,-0.34274463943119926,1.3556475708454254,0.1929250195802703,0.3960221644356929,1.4006432609298125,0.21007015333796608,-0.1599955947057673,-0.660470084157855,-0.0376345094624147,7
244,-0.5019633157558905,-0.18305081530919323,-0.34274463943119926,0.8086100434612266,-0.14304367688453035,0.3960221644356929,0.8277742354593515,-0.12772796960294477,-0.1599955947057673,-0.660470084157855,-0.0376345094624147,7
264,0.766116629206179,-1.4780695060802687,0.5582668361018285,-1.1971942236141695,-1.5242483179064887,0.9527278433073701,-1.2727455245990051,-1.5164535861378006,1.221266543421127,1.5121388601109769,-0.03763450913102611,7
