,sourceID,sourceAddress,sourceType,sourceLocation,destinationServiceAddress,destinationServiceType,destinationLocation,accessedNodeAddress,accessedNodeType,operation,value,normality
120014,-0.6054953872976387,-0.7572926210892391,-0.34397345199528395,0.07437492134950804,-0.5897746754510309,0.3935266803007475,0.05846310729798696,-0.5768686408083905,-0.16294740737041316,-0.6643041948394179,-0.0397614433615955,7
150348,-1.1061590947303837,-1.0451183965704094,-1.247267909897052,-0.651774144114981,-1.0006988718552436,-1.2791671332052295,-0.7020519442513719,-0.9900421190196736,-0.8529591045914943,-0.6643041948394179,-0.0397614433615955,7
133542,-0.4719850653155733,-0.07370640432146011,-0.34397345199528395,0.9820612531801193,0.00793324659146039,0.9510912848027399,1.0091069217346853,0.0053303512165995375,1.217075987071749,-0.6643041948394179,-0.03976144305479373,7
138235,1.4639146034243742,-1.1170748404407018,1.914262692759136,0.2559121877156303,-1.2995528328764894,-1.2791671332052295,0.24859187018532666,-1.3093125340011198,-1.1979649532020347,-0.6643041948394179,-0.03976144332847768,7
172980,-0.4719850653155733,-0.07370640432146011,-0.34397345199528395,0.9820612531801193,-0.029423498536195313,0.3935266803007475,1.0091069217346853,-0.013450261429367881,-0.16294740737041316,-0.6643041948394179,-0.0397614433615955,7
249241,0.7629854130185312,-1.4768570597921644,0.559321005906484,-1.1963859432133477,-1.5236933036424236,0.9510912848027399,-1.272438232913391,-1.5158992731067615,1.217075987071749,1.5034878382618977,-0.039761443053614745,7
63209,-1.2730469972079654,1.2574878072789517,-1.247267909897052,-0.4702368777488587,1.2407058358040988,-1.2791671332052295,-0.5119231813640321,1.2260701732044819,-1.1979649532020347,-0.6643041948394179,-0.039761443245683155,7
190606,-1.1729142557214165,-1.2969659501164332,-1.247267909897052,0.2559121877156303,-1.2995528328764894,-1.2791671332052295,0.24859187018532666,-1.3093125340011198,-1.1979649532020347,-0.6643041948394179,-0.03976144329535987,7
247117,-0.839138450766253,-0.9731619527001167,1.462615463808252,-0.651774144114981,-0.5150611851957195,2.6237850983087165,0.05846310729798696,-0.5205268028704882,-0.8529591045914943,-0.6643041948394179,-0.0397614433781544,0
273145,1.4639146034243742,-1.1170748404407018,1.914262692759136,0.2559121877156303,-1.2995528328764894,-1.2791671332052295,0.24859187018532666,-1.3093125340011198,-1.1979649532020347,-0.6643041948394179,-0.03976144329535987,7
138086,-0.20496442135144266,0.8977055879274891,-0.34397345199528395,-0.8333114104811032,0.9792086199105088,0.3935266803007475,-0.8921807071387114,0.9819222088069054,-0.16294740737041316,-0.6643041948394179,-0.0397614433615955,7
8951,1.4305370229288579,1.5453135827601219,1.914262692759136,-1.5594604759455923,1.2407058358040988,-1.2791671332052295,-0.5119231813640321,1.2260701732044819,-1.1979649532020347,1.5034878382618977,-0.03976144327880096,7
7101,-1.2396694167124491,1.293466029214098,-1.247267909897052,-0.4702368777488587,1.2780625809317543,-1.2791671332052295,-0.5119231813640321,1.282412011142384,-1.1979649532020347,-0.6643041948394179,-0.03976144334503659,7
210117,1.263649120451276,0.7897709221220502,0.559321005906484,0.6189867204478748,0.8297816393998859,0.9510912848027399,0.628849395960006,0.8128966949931986,1.217075987071749,1.5034878382618977,-0.03976144304647454,7
232730,1.4972921839198905,-0.6493579552838004,1.914262692759136,0.07437492134950804,-1.0380556169828994,-1.2791671332052295,-0.7020519442513719,-1.0651645696035434,-1.1979649532020347,-0.6643041948394179,-0.03976144334503659,7
175748,-1.2062918362169328,1.0775966976032203,-1.247267909897052,-0.2886996113827365,1.0912788552934758,-1.2791671332052295,-0.32179441847669243,1.057044659390775,-1.1979649532020347,-0.6643041948394179,-0.03976144321256534,7
76497,-0.338474743333508,0.3940104808354413,-0.34397345199528395,1.7082103186446083,0.45621418812332887,0.3935266803007475,1.7696219732840441,0.4560650547198176,-0.16294740737041316,-0.6643041948394179,-0.0397614433781544,7
51884,-0.10483167986489364,1.4373789169546831,-0.34397345199528395,-1.5594604759455923,1.5022030516976885,0.9510912848027399,-1.6526957586880702,1.5265599755399606,1.217075987071749,-0.6643041948394179,-0.03976144305380517,7
256072,0.9298733154961129,-0.3975104017377765,0.559321005906484,-1.0148486768472256,-0.40299094981275235,0.9510912848027399,-1.0823094700260512,-0.40784312699468367,1.217075987071749,1.5034878382618977,-0.039761443050604334,7
217789,-0.6054953872976387,-0.7572926210892391,-0.34397345199528395,0.07437492134950804,-0.5897746754510309,0.3935266803007475,0.05846310729798696,-0.5768686408083905,-0.16294740737041316,-0.6643041948394179,-0.0397614433781544,7
74861,-0.10483167986489364,1.4373789169546831,-0.34397345199528395,-1.5594604759455923,1.4648463065700328,0.3935266803007475,-1.6526957586880702,1.507779362893993,-0.16294740737041316,-0.6643041948394179,-0.0397614433615955,7
218580,1.3637818619378252,1.4014006950195368,0.559321005906484,-0.4702368777488587,1.3901328163147215,0.9510912848027399,-0.5119231813640321,1.413876299664156,1.217075987071749,1.5034878382618977,-0.039761443052877876,7
77400,1.0967612179736945,0.21411937115971003,0.559321005906484,1.3451357859123638,0.23207371735739463,0.9510912848027399,1.3893644475093647,0.23069770296820857,1.217075987071749,1.5034878382618977,-0.039761443044919666,7
89831,-1.1729142557214165,-1.2969659501164332,-1.247267909897052,0.2559121877156303,-1.2995528328764894,-1.2791671332052295,0.24859187018532666,-1.3093125340011198,-1.1979649532020347,-0.6643041948394179,-0.03976144332847768,7
216713,-1.2062918362169328,1.0775966976032203,-1.247267909897052,-0.2886996113827365,1.0912788552934758,-1.2791671332052295,-0.32179441847669243,1.057044659390775,-1.1979649532020347,-0.6643041948394179,-0.03976144321256534,7
